Network_ID,Network_Identifiers,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,time_span_per_day,attributes_available,is_connected,num_components,nodes,edges,network.density,highest.degree,avg.degree,std.degree.node,CV.degree,skewness,avg.node.strength,std.node.strength,CV.node.strength,avg.edge.strength,std.edge.strength,CV.edge.strength,highest.node.strength,deg.assort,avg.betw.centrality,std.betw.centrality,highest.betw,avg.betw.centrality.weighted,std.betw.centrality.weighted,highest.betw.weighted,clustering,clustering.weighted,transitivity,Q,Qmax,Qrel,cohesion,num.modules,avg.modsize,diameter,Citation
Network_482.graphml,tortoise sah network FI aggregate year 2011 season inactive,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"California, USA",free-ranging,radio tags,4 months,,focal follow/ad libitum,not available,FALSE,890,908,19,0,2,0.042,0.216,5.143,5.547,0.042,0.216,5.143,1,0,0,2,1,0,0,0,0,0,0,0.003,0.003,1,0,0,,0.157331655,1,3,1,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_483.graphml,tortoise sah network FI aggregate year 2012 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"California, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,556,640,106,0.001,8,0.331,0.882,2.665,4.064,0.331,0.882,2.665,1,0,0,8,0.355,0,0,0.000573977,0,0,0.000573977,0.042,0.042,0.455,0.488,0.746,0.654,0.217145015,4,5.5,6,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_484.graphml,tortoise sah network FI aggregate year 2012 season inactive,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"California, USA",free-ranging,radio tags,4 months,,focal follow/ad libitum,not available,FALSE,635,640,5,0,1,0.016,0.124,7.75,7.843,0.016,0.124,7.75,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,,0.1953125,1,2,1,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_485.graphml,tortoise sah network FI aggregate year 2013 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"California, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,79,144,83,0.008,5,1.153,1.34,1.162,1.199,1.153,1.34,1.162,1,0,0,5,0.272,0,0.001,0.008092846,0,0.001,0.008092846,0.124,0.124,0.359,0.543,0.709,0.766,0.240917414,4,4.5,9,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_486.graphml,tortoise sah network HW aggregate year 2009 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,14,22,9,0.039,3,0.818,0.936,1.144,0.808,0.818,0.936,1.144,1,0,0,3,-0.543,0.002,0.006,0.023809524,0.002,0.006,0.023809524,0.136,0.136,0.375,0.219,0.469,0.467,0.333407424,2,2.5,3,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_487.graphml,tortoise sah network HW aggregate year 2011 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,14,20,6,0.032,2,0.6,0.735,1.225,0.919,0.6,0.735,1.225,1,0,0,2,-0.333,0.001,0.004,0.011695906,0.001,0.004,0.011695906,0,0,0,0.167,0.5,0.334,0.333333333,2,2,3,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_488.graphml,tortoise sah network HW aggregate year 2012 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,12,17,7,0.051,3,0.824,1.042,1.265,1.18,0.824,1.042,1.265,1,0,0,3,0.588,0,0.001,0.004166667,0,0.001,0.004166667,0.196,0.196,0.75,0,0,,0.713877784,1,4,2,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_489.graphml,tortoise sah network LM aggregate year 1998 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,14,51,89,0.07,12,3.49,3.522,1.009,0.961,3.49,3.522,1.009,1,0,0,12,0.048,0.014,0.024,0.09724587,0.014,0.024,0.09724587,0.37,0.37,0.362,0.363,0.775,0.468,0.561829316,5,7,5,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_490.graphml,tortoise sah network LM aggregate year 1998 season inactive,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,4 months,,focal follow/ad libitum,not available,FALSE,44,51,11,0.009,3,0.431,0.913,2.118,2.105,0.431,0.913,2.118,1,0,0,3,1,0,0,0,0,0,0,0.137,0.137,1,0,0,,0.545926027,1,4,1,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_491.graphml,tortoise sah network LM aggregate year 1999 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,19,44,34,0.036,6,1.545,1.499,0.97,0.992,1.545,1.499,0.97,1,0,0,6,-0.055,0.004,0.011,0.043189369,0.004,0.011,0.043189369,0.27,0.27,0.441,0.416,0.666,0.625,0.353045013,3,4.666666667,6,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_492.graphml,tortoise sah network MC aggregate year 2012 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,12,24,25,0.091,9,2.083,2.361,1.133,1.314,2.083,2.361,1.133,1,0,0,9,-0.101,0.004,0.015,0.077075099,0.004,0.015,0.077075099,0.447,0.447,0.606,0.167,0.643,0.26,0.440070411,3,3.333333333,2,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_493.graphml,tortoise sah network MC aggregate year 2013 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,12,22,20,0.087,6,1.818,2.229,1.226,1.03,1.818,2.229,1.226,1,0,0,6,0.576,0.006,0.015,0.057142857,0.006,0.015,0.057142857,0.242,0.242,0.845,0.1,0.434,0.23,0.600060006,3,3,4,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_494.graphml,tortoise sah network PV aggregate year 2005 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,13,21,13,0.062,4,1.238,1.411,1.14,0.568,1.238,1.411,1.14,1,0,0,4,0.103,0.003,0.008,0.031578947,0.003,0.008,0.031578947,0.325,0.325,0.75,0.18,0.305,0.59,0.538502962,2,3,3,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_495.graphml,tortoise sah network PV aggregate year 2008 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,32,40,11,0.014,3,0.55,0.921,1.675,1.914,0.55,0.921,1.675,1,0,0,3,1,0,0,0,0,0,0,0.1,0.1,1,0,0,,0.545454546,1,4,1,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_496.graphml,tortoise sah network PV aggregate year 2009 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,13,18,5,0.033,2,0.556,0.685,1.232,0.994,0.556,0.685,1.232,1,0,0,2,0.167,0.002,0.005,0.014705882,0.002,0.005,0.014705882,0,0,0,0.167,0.5,0.334,0.399680256,2,2,3,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_497.graphml,tortoise sah network PV aggregate year 2010 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,11,20,21,0.111,6,2.1,2.427,1.156,0.845,2.1,2.427,1.156,1,0,0,6,0.418,0.003,0.006,0.014619883,0.003,0.006,0.014619883,0.347,0.347,0.805,0.044,0.465,0.095,0.523809524,2,4,3,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
