graphfile,Species,Class,Population type,Geographical Location,Data collection technique,Interaction type,Definition of interaction,Edge weight type,Total duration of data collection,Time resolution of data collection,Number of nodes,Number of edges,Network density,Average degree,Highest degree,CV degree,Skewness,Node strength (average),Node strength (standard deviation),Edge strength (average),Edge strength (standard deviation),Degree assortativity,Betweenness centrality (average),Betweenness centrality (standard deviation),Weighted betweeness centrality (average),Weighted betweenness centrality (standard deviation),Clustering coefficient (average),Weighted clustering coefficient (average),Transitivity,Newman modularity (Q),Maximum modularity (Qmax),Relative modularity (Qrel),Network cohesion,Number of modules,Average module size,Note,Citation
voles_begon_site_BHP_trapping_session_14.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,104,148,0.028,2.846,10,0.625,1.051,3.904,2.744,1.372,0.671,0.116,0.004,0.01,0.004,0.011,0.541,0.183,0.555,0.615,0.778,0.79,0.31082761230336775,5,6.6,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_15.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,51,32,0.025,1.255,4,0.971,0.855,1.49,1.625,1.188,0.464,0.373,0.001,0.003,0.001,0.003,0.15,0.059,0.522,0.32,0.473,0.677,0.34372314662916964,2,5.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_16.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,96,106,0.023,2.208,7,0.688,1.067,3.021,2.367,1.368,0.538,0.231,0.006,0.012,0.006,0.012,0.394,0.171,0.452,0.617,0.72,0.857,0.33023852657004826,4,7.25,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_17.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,104,113,0.021,2.173,6,0.62,0.572,3.385,2.632,1.558,0.95,0.239,0.001,0.002,0.001,0.002,0.427,0.127,0.555,0.487,0.714,0.682,0.15044780346206946,4,4.25,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_18.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,93,94,0.022,2.022,6,0.711,0.656,2.624,1.813,1.298,0.542,0.113,0.002,0.004,0.002,0.004,0.375,0.149,0.516,0.54,0.74,0.73,0.21271391042617235,4,4.75,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_19.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,91,49,0.012,1.077,3,0.769,0.331,2.11,2.236,1.959,1.261,0.455,0.0,0.0,0.0,0.0,0.201,0.076,0.6,0.367,0.492,0.746,0.14284693950432115,2,3.5,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_20.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,82,103,0.031,2.512,6,0.581,0.379,5.659,3.372,2.252,1.778,0.113,0.003,0.007,0.003,0.008,0.444,0.08,0.543,0.593,0.718,0.826,0.33983221997825075,4,6.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_21.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,93,138,0.032,2.968,9,0.658,0.806,6.065,4.401,2.043,1.256,0.359,0.013,0.026,0.014,0.026,0.486,0.153,0.541,0.659,0.759,0.868,0.5216937657594992,6,7.333333333333333,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_22.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,116,239,0.036,4.121,11,0.526,0.765,8.293,5.469,2.013,1.346,0.196,0.059,0.104,0.065,0.118,0.613,0.135,0.554,0.769,0.878,0.876,0.8576759909295533,10,10.5,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_23.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,134,253,0.028,3.776,10,0.63,0.731,8.03,6.876,2.126,1.805,0.357,0.007,0.019,0.008,0.021,0.613,0.114,0.607,0.714,0.789,0.905,0.4387490513534025,6,9.833333333333334,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_24.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,178,363,0.023,4.079,12,0.585,0.738,8.247,6.319,2.022,1.578,0.21,0.019,0.046,0.02,0.049,0.673,0.112,0.611,0.783,0.861,0.909,0.7189468667964994,8,14.75,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_25.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,147,213,0.02,2.898,9,0.673,0.999,4.531,4.281,1.563,1.08,0.519,0.002,0.005,0.002,0.005,0.555,0.085,0.618,0.573,0.768,0.746,0.29107571254864956,5,7.6,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_26.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,145,173,0.017,2.386,7,0.617,1.01,3.531,2.519,1.48,0.837,0.319,0.001,0.002,0.001,0.002,0.52,0.114,0.567,0.535,0.721,0.742,0.20232968176431482,4,6.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_27.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,171,253,0.017,2.959,14,0.626,1.669,5.38,4.922,1.818,1.455,0.143,0.002,0.007,0.002,0.007,0.661,0.134,0.605,0.693,0.817,0.848,0.3636442689465581,6,8.833333333333334,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_28.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,161,189,0.015,2.348,6,0.584,0.612,5.913,5.498,2.519,2.462,0.398,0.001,0.002,0.001,0.002,0.512,0.087,0.665,0.597,0.75,0.796,0.20633392235495784,4,6.75,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_29.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,115,105,0.016,1.826,6,0.635,0.695,3.791,3.014,2.076,1.677,0.372,0.0,0.001,0.0,0.001,0.401,0.068,0.585,0.33,0.625,0.528,0.11429115672174864,3,3.6666666666666665,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_30.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,84,82,0.024,1.952,6,0.67,0.787,4.524,4.227,2.317,2.135,0.516,0.001,0.003,0.001,0.003,0.342,0.08,0.6,0.526,0.637,0.826,0.195160031225605,3,4.666666666666667,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_31.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,40,44,0.056,2.2,5,0.603,0.64,4.2,2.865,1.909,1.124,0.299,0.043,0.062,0.044,0.065,0.329,0.089,0.409,0.598,0.689,0.868,0.6818181818181818,4,6.25,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
